image,label,size,width,height,mode,format
1651.jpg,painting,21459,290,354,RGB,JPEG
265.jpg,engraving,67630,399,500,RGB,JPEG
2239.jpg,painting,14272,290,365,RGB,JPEG
2130.jpg,painting,9460,290,195,RGB,JPEG
0253.jpg,painting,12518,290,347,RGB,JPEG
0580.jpg,painting,19218,290,361,RGB,JPEG
i - 1351.jpeg,sculpture,25288,480,270,RGB,JPEG
i - 1243.jpeg,sculpture,15696,212,320,RGB,JPEG
14.jpg,sculpture,52296,600,830,RGB,JPEG
i - 1499.jpeg,sculpture,27625,480,320,RGB,JPEG
419.jpg,sculpture,160686,452,602,RGB,JPEG
i - 1356.jpeg,sculpture,47938,480,320,RGB,JPEG
i - 1303.jpeg,iconography,17746,274,320,RGB,JPEG
i - 442.jpeg,drawings,12292,287,320,RGB,JPEG
i - 928.jpeg,iconography,23372,265,320,RGB,JPEG
0820.jpg,painting,13909,290,388,RGB,JPEG
i - 1137.jpeg,sculpture,31067,427,320,RGB,JPEG
0077.jpg,painting,6540,290,383,RGB,JPEG
i - 560.jpeg,drawings,14417,456,320,RGB,JPEG
i - 272.jpeg,drawings,10910,221,320,RGB,JPEG
600.jpg,iconography,80539,324,400,RGB,JPEG
i - 911.jpeg,iconography,22038,260,320,RGB,JPEG
56.jpg,engraving,172800,502,485,RGB,JPEG
i - 125.jpeg,iconography,19125,320,320,RGB,JPEG
i - 506.jpeg,engraving,24951,251,320,RGB,JPEG
i - 1492.jpeg,sculpture,26601,427,320,RGB,JPEG
i - 432.jpeg,drawings,10685,320,320,RGB,JPEG
2055.jpg,painting,24007,290,352,RGB,JPEG
1943.jpg,painting,14564,290,361,RGB,JPEG
0935.jpg,painting,16816,290,405,RGB,JPEG
i - 1347.jpeg,iconography,17234,240,320,RGB,JPEG
i - 587.jpeg,sculpture,21017,332,320,RGB,JPEG
i - 324.jpeg,sculpture,8805,213,320,RGB,JPEG
0211.jpg,painting,14110,290,384,RGB,JPEG
i - 1316.jpeg,iconography,18830,320,320,RGB,JPEG
0064.jpg,painting,14272,290,365,RGB,JPEG
0963.jpg,painting,11480,290,320,RGB,JPEG
i - 878.jpeg,iconography,27300,295,320,RGB,JPEG
i - 67.jpeg,sculpture,31545,400,200,RGB,JPEG
i - 1094.jpeg,iconography,21457,263,320,RGB,JPEG
i - 1004.jpeg,iconography,24106,274,320,RGB,JPEG
i - 853.jpeg,sculpture,20234,480,320,RGB,JPEG
i - 248.jpeg,drawings,22638,480,243,RGB,JPEG
i - 403.jpeg,sculpture,14423,262,320,RGB,JPEG
i (66).jpeg,sculpture,14120,247,320,RGB,JPEG
i - 108.jpeg,drawings,37483,266,320,RGB,JPEG
i - 43.jpeg,iconography,22892,427,320,RGB,JPEG
i - 800.jpeg,sculpture,15270,406,320,RGB,JPEG
0346.jpg,painting,7854,290,387,RGB,JPEG
2324.jpg,painting,14740,290,356,RGB,JPEG
i - 906.jpeg,iconography,41120,480,320,RGB,JPEG
0201.jpg,painting,12898,290,375,RGB,JPEG
i - 1016.jpeg,drawings,29460,320,320,RGB,JPEG
49.jpg,sculpture,54701,536,366,RGB,JPEG
i - 375.jpeg,sculpture,9958,213,320,RGB,JPEG
i - 1359.jpeg,sculpture,26552,248,320,RGB,JPEG
i - 1020.jpeg,iconography,21491,243,320,RGB,JPEG
i - 851.jpeg,iconography,34288,320,320,RGB,JPEG
i - 1058.jpeg,sculpture,17920,320,320,RGB,JPEG
0716.jpg,painting,12547,290,377,RGB,JPEG
402.jpg,iconography,51911,720,576,RGB,JPEG
78.jpg,iconography,40179,394,480,RGB,JPEG
i - 1085.jpeg,iconography,38421,277,320,RGB,JPEG
60.jpg,engraving,122023,1000,402,RGB,JPEG
i - 942.jpeg,drawings,39429,423,300,RGB,JPEG
i - 371.jpeg,engraving,29863,276,278,RGB,JPEG
i - 1182.jpeg,sculpture,14314,320,320,RGB,JPEG
i - 1172.jpeg,drawings,70929,585,650,RGB,JPEG
i - 146.jpeg,drawings,12868,258,320,RGB,JPEG
i - 659.jpeg,drawings,25899,480,270,RGB,JPEG
i - 546.jpeg,iconography,15353,251,320,RGB,JPEG
553.png,iconography,1127261,699,896,RGB,PNG
1010.jpg,painting,14584,290,352,RGB,JPEG
i - 78.jpeg,engraving,65158,449,320,RGB,JPEG
i - 21.jpeg,engraving,25478,251,320,RGB,JPEG
0987.jpg,painting,9885,290,378,RGB,JPEG
i - 335.jpeg,engraving,42359,462,320,RGB,JPEG
i - 928.jpeg,drawings,49754,396,320,RGB,JPEG
i - 973.jpeg,sculpture,4133,130,320,RGB,JPEG
i - 447.jpeg,drawings,13389,228,320,RGB,JPEG
i - 1420.jpeg,iconography,36727,480,320,RGB,JPEG
i - 936.jpeg,drawings,12654,230,320,RGB,JPEG
i - 716.jpeg,sculpture,9234,239,320,RGB,JPEG
i - 1562.jpeg,iconography,27099,246,320,RGB,JPEG
i - 330.jpeg,sculpture,13303,480,309,RGB,JPEG
i - 792.jpeg,iconography,21950,251,320,RGB,JPEG
i - 63.jpeg,engraving,28976,226,320,RGB,JPEG
i - 759.jpeg,sculpture,9203,229,320,RGB,JPEG
0844.jpg,painting,16074,290,330,RGB,JPEG
i - 255.jpeg,sculpture,9542,240,320,RGB,JPEG
i - 607.jpeg,sculpture,39204,427,320,RGB,JPEG
256.jpg,iconography,48426,700,480,RGB,JPEG
i - 290.jpeg,drawings,4765,221,320,RGB,JPEG
i - 267.jpeg,drawings,14772,210,320,RGB,JPEG
147 18.59.45.jpg,sculpture,32203,395,510,RGB,JPEG
1845.jpg,painting,13909,290,388,RGB,JPEG
140.jpg,iconography,393925,900,675,RGB,JPEG
646.jpg,iconography,631877,500,773,RGB,JPEG
i - 918.jpeg,iconography,10118,180,320,RGB,JPEG
1636.jpg,painting,8554,290,210,RGB,JPEG
0052.jpg,painting,15816,290,409,RGB,JPEG
i - 855.jpeg,iconography,18362,240,320,RGB,JPEG
i - 783.jpeg,iconography,25508,248,320,RGB,JPEG
2282.jpg,painting,18644,290,363,RGB,JPEG
1876.jpg,painting,15464,290,230,RGB,JPEG
163.jpg,engraving,139184,652,699,RGB,JPEG
i - 1412.jpeg,sculpture,24301,480,320,RGB,JPEG
1496.jpg,painting,7854,290,387,RGB,JPEG
i - 143.jpeg,iconography,38638,480,320,RGB,JPEG
i - 5.jpeg,iconography,50072,480,301,RGB,JPEG
i - 14.jpeg,iconography,20207,243,320,RGB,JPEG
570.jpg,iconography,261066,700,982,RGB,JPEG
i - 1202.jpeg,iconography,24216,320,320,RGB,JPEG
images (42).jpeg,drawings,9998,190,265,RGB,JPEG
2008.jpg,painting,17868,290,214,RGB,JPEG
i - 1097.jpeg,drawings,112805,1024,655,RGB,JPEG
i - 143.jpeg,engraving,32966,235,320,RGB,JPEG
i - 684.jpeg,sculpture,17900,210,320,RGB,JPEG
i - 945.jpeg,drawings,10321,247,320,RGB,JPEG
i - 701.jpeg,sculpture,22679,213,320,RGB,JPEG
i - 194.jpeg,drawings,43182,480,299,RGB,JPEG
i - 413.jpeg,sculpture,19255,480,274,RGB,JPEG
0926.jpg,painting,12859,290,374,RGB,JPEG
i - 103.jpeg,sculpture,17453,212,320,RGB,JPEG
i - 971.jpeg,sculpture,10532,213,320,RGB,JPEG
204.jpg,sculpture,160819,1163,572,RGB,JPEG
i - 840.jpeg,iconography,24452,320,320,RGB,JPEG
279.jpg,iconography,80698,640,550,RGB,JPEG
0566.jpg,painting,12547,290,377,RGB,JPEG
1374.jpg,painting,14740,290,356,RGB,JPEG
51 18.59.45.jpg,sculpture,38951,500,500,RGB,JPEG
2196.jpg,painting,7854,290,387,RGB,JPEG
1707.jpg,painting,15435,290,422,RGB,JPEG
i - 845.jpeg,iconography,20528,240,320,RGB,JPEG
1506.jpg,painting,11858,290,413,RGB,JPEG
324.jpg,engraving,61529,397,400,RGB,JPEG
i - 493.jpeg,drawings,21370,480,314,RGB,JPEG
304.jpg,iconography,427480,554,699,RGB,JPEG
36.jpg,iconography,301851,714,1000,RGB,JPEG
i - 1070.jpeg,drawings,41794,464,320,RGB,JPEG
i - 248.jpeg,iconography,26497,427,320,RGB,JPEG
download (28).jpeg,drawings,15080,258,195,RGB,JPEG
0233.jpg,painting,17242,290,408,RGB,JPEG
i - 798.jpeg,iconography,22462,320,320,RGB,JPEG
images (30).jpeg,drawings,3444,91,215,RGB,JPEG
i - 1199.jpeg,sculpture,15147,273,320,RGB,JPEG
i - 1138.jpeg,sculpture,11684,320,320,RGB,JPEG
122.jpg,engraving,290970,750,1000,RGB,JPEG
1817.jpg,painting,12973,290,360,RGB,JPEG
720.jpg,iconography,228951,570,690,RGB,JPEG
0062.jpg,painting,15720,290,378,RGB,JPEG
0030.jpg,painting,13506,290,344,RGB,JPEG
1159.jpg,painting,12619,290,397,RGB,JPEG
i - 93.jpeg,engraving,28357,233,320,RGB,JPEG
i - 24.jpeg,drawings,16168,214,320,RGB,JPEG
i - 1399.jpeg,sculpture,39011,432,320,RGB,JPEG
0569.jpg,painting,16074,290,330,RGB,JPEG
205.jpg,engraving,84801,379,500,RGB,JPEG
0149.jpg,painting,14740,290,356,RGB,JPEG
162.jpg,engraving,117075,448,640,RGB,JPEG
i - 287.jpeg,sculpture,17827,480,315,RGB,JPEG
i - 246.jpeg,iconography,29186,276,320,RGB,JPEG
i - 506.jpeg,iconography,18371,320,320,RGB,JPEG
325.jpg,iconography,75559,480,332,RGB,JPEG
348.jpg,engraving,179534,780,441,RGB,JPEG
i - 1207.jpeg,sculpture,7628,229,320,RGB,JPEG
i - 989.jpeg,iconography,33114,270,320,RGB,JPEG
i - 506.jpeg,sculpture,8639,427,320,RGB,JPEG
2328.jpg,painting,16536,290,352,RGB,JPEG
2648_mainfoto_05.jpg,iconography,22239,290,391,RGB,JPEG
2117.jpg,painting,12973,290,360,RGB,JPEG
22.png,engraving,906031,700,450,RGB,PNG
3316_mainfoto_05.jpg,engraving,23593,290,256,RGB,JPEG
download (12).jpeg,drawings,6959,165,306,RGB,JPEG
i - 1262.jpeg,sculpture,8598,229,320,RGB,JPEG
i - 789.jpeg,iconography,21613,249,320,RGB,JPEG
1243.jpg,painting,14564,290,361,RGB,JPEG
i - 443.jpeg,iconography,19084,427,320,RGB,JPEG
0546.jpg,painting,7854,290,387,RGB,JPEG
i - 139.jpeg,drawings,61879,480,315,RGB,JPEG
i - 554.jpeg,drawings,22316,427,320,RGB,JPEG
i - 254.jpeg,sculpture,27277,480,303,RGB,JPEG
i - 641.jpeg,iconography,22680,240,320,RGB,JPEG
i - 682.jpeg,drawings,26655,262,320,RGB,JPEG
0429.jpg,painting,15164,290,512,RGB,JPEG
i - 363.jpeg,engraving,42868,426,320,RGB,JPEG
1082.jpg,painting,13251,290,152,RGB,JPEG
1345.jpg,painting,13909,290,388,RGB,JPEG
i - 775.jpeg,iconography,24755,292,320,RGB,JPEG
i - 288.jpeg,engraving,26566,228,320,RGB,JPEG
i - 1466.jpeg,iconography,18821,320,320,RGB,JPEG
12.jpg,engraving,30119,394,400,RGB,JPEG
i - 1478.jpeg,iconography,28377,236,320,RGB,JPEG
download (22).jpeg,drawings,8317,265,190,RGB,JPEG
0834.jpg,painting,15719,290,327,RGB,JPEG
i - 31.jpeg,sculpture,31124,257,320,RGB,JPEG
0847.jpg,painting,10540,290,244,RGB,JPEG
i - 835.jpeg,sculpture,7289,213,320,RGB,JPEG
i - 681.jpeg,sculpture,18633,403,320,RGB,JPEG
i - 873.jpeg,drawings,24014,280,320,RGB,JPEG
i - 842.jpeg,drawings,35423,412,320,RGB,JPEG
i - 1274.jpeg,iconography,25880,274,320,RGB,JPEG
i - 40.jpeg,sculpture,19195,237,320,RGB,JPEG
328.jpg,iconography,117948,1024,512,RGB,JPEG
0067.jpg,painting,12973,290,360,RGB,JPEG
375.jpg,iconography,133575,461,600,RGB,JPEG
0327.jpg,painting,9893,290,369,RGB,JPEG
i - 161.jpeg,engraving,41909,310,320,RGB,JPEG
359.jpg,engraving,56041,400,357,RGB,JPEG
i - 88.jpeg,sculpture,18251,427,320,RGB,JPEG
0183.jpg,painting,18195,290,433,RGB,JPEG
218 18.59.45.jpg,sculpture,27406,299,480,RGB,JPEG
337.jpg,sculpture,86612,1015,552,RGB,JPEG
i - 189.jpeg,drawings,48199,413,320,RGB,JPEG
11.jpg,engraving,130660,528,768,RGB,JPEG
i - 844.jpeg,drawings,31933,356,320,RGB,JPEG
1704.jpg,painting,11679,290,395,RGB,JPEG
i - 154.jpeg,sculpture,11068,184,184,RGB,JPEG
1930.jpg,painting,31934,290,550,RGB,JPEG
93.jpg,iconography,60214,450,527,RGB,JPEG
1656.jpg,painting,9954,290,209,RGB,JPEG
i - 1171.jpeg,iconography,20353,237,320,RGB,JPEG
i - 267.jpeg,sculpture,35162,480,320,RGB,JPEG
i - 80.jpeg,engraving,41776,251,320,RGB,JPEG
381.jpg,sculpture,14350,480,480,RGB,JPEG
download (6).jpeg,drawings,4147,176,286,RGB,JPEG
1399.jpg,painting,14740,290,356,RGB,JPEG
0298.jpg,painting,17526,290,376,RGB,JPEG
i - 1215.jpeg,sculpture,29970,480,311,RGB,JPEG
i - 1332.jpeg,sculpture,12332,253,320,RGB,JPEG
i - 269.jpeg,iconography,42308,319,320,RGB,JPEG
i - 834.jpeg,iconography,14723,248,320,RGB,JPEG
i - 608.jpeg,iconography,20456,270,320,RGB,JPEG
i - 614.jpeg,iconography,15699,240,320,RGB,JPEG
1856.jpg,painting,22437,290,521,RGB,JPEG
i - 197.jpeg,engraving,32212,250,300,RGB,JPEG
i - 379.jpeg,sculpture,41509,480,320,RGB,JPEG
i - 290.jpeg,engraving,24385,231,320,RGB,JPEG
378.jpeg,sculpture,34153,455,500,RGB,JPEG
0292.jpg,painting,12973,290,360,RGB,JPEG
0507.jpg,painting,12030,290,241,RGB,JPEG
1939.jpg,painting,14272,290,365,RGB,JPEG
i - 191.jpeg,iconography,24497,267,320,RGB,JPEG
i - 554.jpeg,engraving,32029,244,320,RGB,JPEG
344 18.59.20.jpg,iconography,24073,300,440,RGB,JPEG
299.jpg,iconography,45797,366,454,RGB,JPEG
0081.jpg,painting,10480,290,363,RGB,JPEG
i - 879.jpeg,sculpture,27043,378,320,RGB,JPEG
i - 1056.jpeg,drawings,30659,328,320,RGB,JPEG
i - 326.jpeg,sculpture,29612,470,320,RGB,JPEG
i - 698.jpeg,sculpture,7138,216,320,RGB,JPEG
735.jpeg,iconography,87444,575,689,RGB,JPEG
i - 1312.jpeg,sculpture,40340,427,320,RGB,JPEG
2048.jpg,painting,17526,290,376,RGB,JPEG
i - 325.jpeg,drawings,13274,211,320,RGB,JPEG
227.jpg,engraving,123382,604,470,RGB,JPEG
i - 491.jpeg,iconography,18831,242,320,RGB,JPEG
i - 1250.jpeg,iconography,18258,250,320,RGB,JPEG
images (34).jpeg,drawings,4044,213,237,RGB,JPEG
0074.jpg,painting,14740,290,356,RGB,JPEG
i - 683.jpeg,sculpture,37127,320,320,RGB,JPEG
i - 244.jpeg,engraving,14413,239,320,RGB,JPEG
2302.jpg,painting,11674,290,317,RGB,JPEG
i - 858.jpeg,iconography,18173,302,320,RGB,JPEG
i - 1291.jpeg,sculpture,12122,254,320,RGB,JPEG
1214.jpg,painting,14272,290,365,RGB,JPEG
343.jpg,engraving,499465,724,1000,RGB,JPEG
i - 812.jpeg,iconography,23366,441,320,RGB,JPEG
i - 1510.jpeg,sculpture,30362,480,270,RGB,JPEG
images (58).jpeg,drawings,7876,270,187,RGB,JPEG
i - 152.jpeg,iconography,33078,268,320,RGB,JPEG
i - 499.jpeg,iconography,19393,240,320,RGB,JPEG
i - 173.jpeg,drawings,17271,447,320,RGB,JPEG
4.jpg,sculpture,91985,800,661,RGB,JPEG
0489.jpg,painting,14272,290,365,RGB,JPEG
i - 873.jpeg,iconography,18249,272,320,RGB,JPEG
i - 1072.jpeg,sculpture,9490,480,320,RGB,JPEG
i - 33.jpeg,drawings,31500,466,320,RGB,JPEG
0187.jpg,painting,12665,290,403,RGB,JPEG
352.jpg,sculpture,193953,800,535,RGB,JPEG
i - 314.jpeg,sculpture,50701,439,320,RGB,JPEG
i - 360.jpeg,sculpture,17840,262,320,RGB,JPEG
1942.jpg,painting,12973,290,360,RGB,JPEG
i - 225.jpeg,iconography,24567,266,320,RGB,JPEG
i - 666.jpeg,drawings,14291,232,320,RGB,JPEG
i - 637.jpeg,drawings,28838,480,314,RGB,JPEG
490.jpg,iconography,156072,442,600,RGB,JPEG
2199.jpg,painting,14740,290,356,RGB,JPEG
1492.jpg,painting,12973,290,360,RGB,JPEG
i - 758.jpeg,sculpture,30528,320,320,RGB,JPEG
i - 64.jpeg,engraving,31774,250,320,RGB,JPEG
i - 732.jpeg,sculpture,14278,262,320,RGB,JPEG
236.jpg,sculpture,178509,800,405,RGB,JPEG
i - 180.jpeg,drawings,11056,211,320,RGB,JPEG
i - 27.jpeg,drawings,26822,438,320,RGB,JPEG
i - 900.jpeg,iconography,18366,240,320,RGB,JPEG
290.jpg,sculpture,18286,325,400,RGB,JPEG
i - 733.jpeg,iconography,18443,240,320,RGB,JPEG
0890.jpg,painting,11693,290,226,RGB,JPEG
0752.jpg,painting,10692,290,359,RGB,JPEG
0471.jpg,painting,7854,290,387,RGB,JPEG
1898.jpg,painting,17526,290,376,RGB,JPEG
i - 27.jpeg,iconography,32116,252,320,RGB,JPEG
2099.jpg,painting,14740,290,356,RGB,JPEG
1023.jpg,painting,17526,290,376,RGB,JPEG
i - 1321.jpeg,iconography,20908,240,320,RGB,JPEG
0640.jpg,painting,11693,290,226,RGB,JPEG
418.jpg,sculpture,49588,1600,400,RGB,JPEG
i - 469.jpeg,engraving,46307,354,320,RGB,JPEG
1677_mainfoto_05.jpg,drawings,16854,290,405,RGB,JPEG
387.jpeg,iconography,317497,600,836,RGB,JPEG
i - 1038.jpeg,sculpture,17364,246,320,RGB,JPEG
39.jpg,iconography,104107,350,402,RGB,JPEG
i - 207.jpeg,iconography,23078,427,320,RGB,JPEG
i - 1326.jpeg,iconography,20886,291,320,RGB,JPEG
10.jpg,iconography,333084,639,800,RGB,JPEG
1093.jpg,painting,14564,290,361,RGB,JPEG
i - 271.jpeg,drawings,7076,272,320,RGB,JPEG
i - 983.jpeg,iconography,21649,225,300,RGB,JPEG
i - 342 20.26.19.jpeg,iconography,30099,320,320,RGB,JPEG
i - 1252.jpeg,sculpture,32133,396,320,RGB,JPEG
i - 118.jpeg,drawings,28453,268,320,RGB,JPEG
2217.jpg,painting,12973,290,360,RGB,JPEG
i - 1509.jpeg,sculpture,13627,320,320,RGB,JPEG
1444.jpg,painting,16074,290,330,RGB,JPEG
i - 652.jpeg,sculpture,21426,240,320,RGB,JPEG
i - 830.jpeg,iconography,23659,212,320,RGB,JPEG
i - 750.jpeg,sculpture,16612,213,320,RGB,JPEG
i - 1281.jpeg,sculpture,9377,204,320,RGB,JPEG
i - 687.jpeg,drawings,24463,480,295,RGB,JPEG
i - 161.jpeg,sculpture,14862,377,320,RGB,JPEG
380.jpg,sculpture,32868,288,435,RGB,JPEG
i - 1489.jpeg,sculpture,35306,320,320,RGB,JPEG
i - 923.jpeg,sculpture,25058,359,320,RGB,JPEG
i - 252.jpeg,drawings,19010,211,320,RGB,JPEG
i - 733.jpeg,sculpture,9386,168,320,RGB,JPEG
i - 721.jpeg,sculpture,4653,226,320,RGB,JPEG
i - 1229.jpeg,sculpture,46415,469,320,RGB,JPEG
i - 452.jpeg,sculpture,37458,469,320,RGB,JPEG
i - 415.jpeg,drawings,49964,349,320,RGB,JPEG
i - 317.jpeg,engraving,26983,429,320,RGB,JPEG
i - 1519.jpeg,iconography,67330,500,500,RGB,JPEG
i - 1074.jpeg,sculpture,9232,339,320,RGB,JPEG
0070.jpg,painting,13909,290,388,RGB,JPEG
i - 1043.jpeg,iconography,17582,240,320,RGB,JPEG
i - 1210.jpeg,iconography,20141,240,320,RGB,JPEG
0718.jpg,painting,14564,290,361,RGB,JPEG
i - 1470.jpeg,sculpture,7240,213,320,RGB,JPEG
i - 949.jpeg,iconography,16102,241,320,RGB,JPEG
i - 786.jpeg,sculpture,30322,286,320,RGB,JPEG
i - 1228.jpeg,iconography,23591,264,320,RGB,JPEG
i - 1025.jpeg,sculpture,10618,219,320,RGB,JPEG
i - 784.jpeg,iconography,23459,240,320,RGB,JPEG
2309.jpg,painting,19309,290,363,RGB,JPEG
i - 610.jpeg,iconography,21669,272,320,RGB,JPEG
i - 391.jpeg,engraving,42663,432,320,RGB,JPEG
images (59).jpeg,drawings,6950,248,203,RGB,JPEG
i - 453.jpeg,engraving,23817,226,320,RGB,JPEG
i - 1435.jpeg,iconography,25464,240,320,RGB,JPEG
i - 309.jpeg,drawings,18839,208,320,RGB,JPEG
0986.jpg,painting,12474,290,393,RGB,JPEG
i - 659.jpeg,iconography,28848,320,320,RGB,JPEG
1359.jpg,painting,11819,290,227,RGB,JPEG
731.jpg,iconography,167136,600,1289,RGB,JPEG
i - 270.jpeg,iconography,22431,291,320,RGB,JPEG
293.jpg,engraving,152658,590,800,RGB,JPEG
53.jpg,iconography,86551,500,605,RGB,JPEG
i - 129.jpeg,sculpture,23011,419,320,RGB,JPEG
i - 800.jpeg,drawings,27795,415,320,RGB,JPEG
74.jpg,sculpture,45752,1170,400,RGB,JPEG
358.jpg,engraving,149006,780,438,RGB,JPEG
i - 25.jpeg,engraving,54253,439,320,RGB,JPEG
i - 184.jpeg,engraving,53980,421,320,RGB,JPEG
0320.jpg,painting,13909,290,388,RGB,JPEG
2667_mainfoto_05.jpg,iconography,34554,290,485,RGB,JPEG
i - 898.jpeg,sculpture,14921,480,283,RGB,JPEG
733.jpg,iconography,311264,480,615,RGB,JPEG
i - 496.jpeg,sculpture,17997,349,320,RGB,JPEG
719.jpg,iconography,87944,514,733,RGB,JPEG
157.jpg,engraving,98185,600,340,RGB,JPEG
i - 1306.jpeg,iconography,30327,312,320,RGB,JPEG
255.jpg,engraving,31857,450,450,RGB,JPEG
i - 302.jpeg,sculpture,9852,265,320,RGB,JPEG
219 18.59.45.jpg,sculpture,52616,600,800,RGB,JPEG
0877.jpg,painting,14170,290,391,RGB,JPEG
1652.jpg,painting,6697,290,193,RGB,JPEG
i - 620.jpeg,iconography,23390,239,320,RGB,JPEG
1513.jpg,painting,11480,290,320,RGB,JPEG
134.jpg,sculpture,36576,495,400,RGB,JPEG
i - 707.jpeg,iconography,28896,275,320,RGB,JPEG
i - 1474.jpeg,sculpture,17715,400,320,RGB,JPEG
0765.jpg,painting,11693,290,226,RGB,JPEG
i - 1133.jpeg,iconography,31260,320,320,RGB,JPEG
i - 1405.jpeg,iconography,27283,427,320,RGB,JPEG
0054.jpg,painting,13608,290,326,RGB,JPEG
images (18).jpeg,drawings,6378,222,227,RGB,JPEG
2233.jpg,painting,20619,290,355,RGB,JPEG
i - 679.jpeg,drawings,23023,252,320,RGB,JPEG
i - 956.jpeg,sculpture,9776,213,320,RGB,JPEG
361.jpg,sculpture,97241,500,500,RGB,JPEG
0898.jpg,painting,17526,290,376,RGB,JPEG
i - 222.jpeg,sculpture,11853,238,320,RGB,JPEG
3318_mainfoto_05.jpg,engraving,16379,290,237,RGB,JPEG
i - 501.jpeg,iconography,22983,263,320,RGB,JPEG
images (67).jpeg,drawings,4749,276,183,RGB,JPEG
i - 87.jpeg,sculpture,11919,217,320,RGB,JPEG
1534.jpg,painting,7075,290,363,RGB,JPEG
i - 813.jpeg,drawings,31227,480,215,RGB,JPEG
323.jpg,iconography,273713,350,403,RGB,JPEG
i - 1329.jpeg,iconography,52864,480,268,RGB,JPEG
478.jpg,iconography,122550,601,700,RGB,JPEG
i - 867.jpeg,iconography,24432,480,252,RGB,JPEG
i - 735.jpeg,drawings,56558,480,272,RGB,JPEG
i - 730.jpeg,sculpture,7950,229,320,RGB,JPEG
1141.jpg,painting,12547,290,377,RGB,JPEG
i - 997.jpeg,drawings,15981,223,320,RGB,JPEG
1951.jpg,painting,15400,290,391,RGB,JPEG
images (66).jpeg,drawings,6133,177,285,RGB,JPEG
2040.jpg,painting,11693,290,226,RGB,JPEG
i (40).jpeg,sculpture,13832,376,320,RGB,JPEG
i - 873.jpeg,sculpture,43634,480,320,RGB,JPEG
i - 163.jpeg,engraving,39533,407,320,RGB,JPEG
i - 298.jpeg,sculpture,17973,239,320,RGB,JPEG
205.jpg,sculpture,26043,600,600,RGB,JPEG
1108.jpg,painting,11290,290,245,RGB,JPEG
i - 765.jpeg,drawings,19786,451,320,RGB,JPEG
1715.jpg,painting,11693,290,226,RGB,JPEG
i - 224.jpeg,iconography,27608,260,320,RGB,JPEG
i - 1373.jpeg,sculpture,34522,425,320,RGB,JPEG
i - 93.jpeg,iconography,21029,325,320,RGB,JPEG
0385.jpg,painting,14098,290,148,RGB,JPEG
1847.jpg,painting,10540,290,244,RGB,JPEG
i - 926.jpeg,sculpture,7700,229,320,RGB,JPEG
1371.jpg,painting,7854,290,387,RGB,JPEG
i - 840.jpeg,sculpture,35357,320,320,RGB,JPEG
160.jpg,engraving,57251,350,480,RGB,JPEG
images (23).jpeg,drawings,7196,191,263,RGB,JPEG
66.jpg,iconography,48159,480,360,RGB,JPEG
i - 1033.jpeg,drawings,22810,460,320,RGB,JPEG
i (21).jpeg,sculpture,10804,253,320,RGB,JPEG
0247.jpg,painting,10540,290,244,RGB,JPEG
2276.jpg,painting,16790,290,226,RGB,JPEG
1367.jpg,painting,12973,290,360,RGB,JPEG
i - 912.jpeg,drawings,17581,250,320,RGB,JPEG
2002.jpg,painting,17531,290,214,RGB,JPEG
i - 2.jpeg,iconography,33202,272,320,RGB,JPEG
1247.jpg,painting,10540,290,244,RGB,JPEG
0693.jpg,painting,14564,290,361,RGB,JPEG
0554.jpg,painting,11552,290,348,RGB,JPEG
i - 1101.jpeg,sculpture,24246,320,320,RGB,JPEG
2240.jpg,painting,11693,290,226,RGB,JPEG
i - 4.jpeg,iconography,19436,261,320,RGB,JPEG
i - 415.jpeg,engraving,32521,226,320,RGB,JPEG
361.jpg,engraving,78434,377,550,RGB,JPEG
i - 810.jpeg,iconography,26468,262,320,RGB,JPEG
2027.jpg,painting,10065,290,121,RGB,JPEG
438.jpg,iconography,110270,600,300,RGB,JPEG
1260.jpg,painting,22169,290,364,RGB,JPEG
i - 509.jpeg,engraving,31011,457,320,RGB,JPEG
i - 401.jpeg,iconography,22662,238,320,RGB,JPEG
117.jpg,sculpture,49039,750,563,RGB,JPEG
i - 438.jpeg,engraving,19132,217,320,RGB,JPEG
i - 994.jpeg,iconography,49229,466,320,RGB,JPEG
2284 20.26.31.jpg,painting,37387,290,426,RGB,JPEG
60.jpg,iconography,96137,340,449,RGB,JPEG
2293.jpg,painting,14564,290,361,RGB,JPEG
1096.jpg,painting,7854,290,387,RGB,JPEG
0626.jpg,painting,20324,290,361,RGB,JPEG
0330.jpg,painting,13716,290,378,RGB,JPEG
1097.jpg,painting,10540,290,244,RGB,JPEG
i - 405.jpeg,sculpture,38821,480,238,RGB,JPEG
1270.jpg,painting,13909,290,388,RGB,JPEG
i - 481.jpeg,sculpture,12626,282,320,RGB,JPEG
i - 394.jpeg,drawings,30707,448,320,RGB,JPEG
0516.jpg,painting,12547,290,377,RGB,JPEG
i - 1334.jpeg,iconography,19548,257,320,RGB,JPEG
1060.jpg,painting,12586,290,371,RGB,JPEG
1968.jpg,painting,14564,290,361,RGB,JPEG
i - 583.jpeg,sculpture,11887,204,320,RGB,JPEG
0181.jpg,painting,19204,290,355,RGB,JPEG
i - 762.jpeg,iconography,25461,251,320,RGB,JPEG
1531.jpg,painting,9085,290,345,RGB,JPEG
i - 408.jpeg,iconography,26868,308,320,RGB,JPEG
i - 482.jpeg,drawings,15227,191,320,RGB,JPEG
